Date,Season,DayZero,DayNum,WTeamID,WTeamName,WScore,LTeamID,LTeamName,LScore,WLoc,NumOT,WFGM,WFGA,WFG%,WFGM3,WFGA3,WFG3%,WFTM,WFTA,WFT%,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFG%,LFGM3,LFGA3,LFG3%,LFTM,LFTA,LFT%,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Round,W_rebounds,L_rebounds
2011-03-21,2011,2010-11-01,140,3397,Tennessee,79,3266,Marquette,70,H,0,30,58,51.7,5,12,41.7,14,19,73.7,11,29,13,11,6,9,12,27,67,40.3,8,18,44.4,8,13,61.5,14,20,12,11,5,3,17,,40,34
2011-03-22,2011,2010-11-01,141,3124,Baylor,82,3452,West Virginia,68,H,0,25,49,51.0,4,9,44.4,28,35,80.0,9,29,12,15,3,10,16,25,60,41.7,7,17,41.2,11,17,64.7,10,17,12,15,6,2,27,,38,27
2011-03-22,2011,2010-11-01,141,3163,Connecticut,64,3345,Purdue,40,H,0,22,62,35.5,6,20,30.0,14,17,82.4,23,32,15,16,5,7,15,14,54,25.9,3,17,17.6,9,12,75.0,10,20,6,12,6,9,20,,55,30
2011-03-22,2011,2010-11-01,141,3207,Georgetown,79,3268,Maryland,57,A,0,21,52,40.4,13,25,52.0,24,28,85.7,13,25,14,17,9,3,23,18,57,31.6,3,16,18.8,18,26,69.2,19,21,11,20,8,1,21,,38,40
2011-03-22,2011,2010-11-01,141,3208,Georgia,61,3199,Florida St,59,N,0,24,66,36.4,8,19,42.1,5,8,62.5,15,21,9,12,11,0,18,19,54,35.2,8,19,42.1,13,23,56.5,18,27,14,19,5,2,13,,36,45
2011-03-22,2011,2010-11-01,141,3257,Louisville,85,3462,Xavier,75,A,0,28,53,52.8,9,16,56.2,20,25,80.0,8,20,11,12,20,4,16,27,54,50.0,14,30,46.7,7,12,58.3,10,18,19,24,7,8,19,,28,28
2011-03-22,2011,2010-11-01,141,3328,Oklahoma,88,3274,Miami FL,83,N,0,29,68,42.6,11,29,37.9,19,22,86.4,17,28,22,18,8,2,14,32,73,43.8,8,23,34.8,11,15,73.3,15,24,16,15,9,3,20,,45,39
2011-03-22,2011,2010-11-01,141,3401,Texas A&M,70,3353,Rutgers,48,N,0,24,52,46.2,7,15,46.7,15,18,83.3,12,22,13,14,10,9,13,19,53,35.8,4,12,33.3,6,9,66.7,13,17,13,20,8,5,17,,34,30
2011-03-22,2011,2010-11-01,141,3453,WI Green Bay,65,3277,Michigan St,56,N,0,21,44,47.7,5,8,62.5,18,25,72.0,4,21,14,19,13,2,15,22,59,37.3,6,18,33.3,6,9,66.7,18,22,14,25,10,2,22,,25,40
2011-03-26,2011,2010-11-01,145,3211,Gonzaga,76,3257,Louisville,69,N,0,25,57,43.9,2,7,28.6,24,28,85.7,10,23,12,13,13,3,15,30,67,44.8,4,16,25.0,5,9,55.6,17,23,13,19,8,1,19,Elite Eight,33,40
2011-03-26,2011,2010-11-01,145,3323,Notre Dame,78,3328,Oklahoma,53,N,0,28,59,47.5,9,18,50.0,13,18,72.2,14,33,24,24,14,4,13,23,55,41.8,1,11,9.1,6,9,66.7,2,22,14,24,7,3,17,Elite Eight,47,24
2011-03-26,2011,2010-11-01,145,3390,Stanford,72,3314,North Carolina,65,N,0,27,75,36.0,4,21,19.0,14,18,77.8,19,28,12,7,4,5,13,24,71,33.8,6,13,46.2,11,14,78.6,20,30,8,13,4,6,14,Elite Eight,47,50
2011-03-26,2011,2010-11-01,145,3397,Tennessee,85,3326,Ohio St,75,N,0,36,77,46.8,3,8,37.5,10,16,62.5,20,26,20,9,5,3,12,31,62,50.0,7,16,43.8,6,8,75.0,5,24,20,13,3,9,17,Elite Eight,46,29
2011-03-27,2011,2010-11-01,146,3124,Baylor,86,3453,WI Green Bay,76,H,0,33,56,58.9,5,10,50.0,15,21,71.4,13,21,18,18,9,10,14,25,65,38.5,12,28,42.9,14,18,77.8,21,13,20,18,12,2,21,Elite Eight,34,34
2011-03-27,2011,2010-11-01,146,3163,Connecticut,68,3207,Georgetown,63,N,0,24,62,38.7,8,24,33.3,12,17,70.6,19,25,20,18,8,2,10,24,62,38.7,10,27,37.0,5,10,50.0,16,21,13,16,9,5,17,Elite Eight,44,37
2011-03-27,2011,2010-11-01,146,3181,Duke,70,3177,DePaul,63,N,0,24,62,38.7,1,10,10.0,21,29,72.4,19,24,14,13,11,2,16,22,55,40.0,9,21,42.9,10,14,71.4,11,23,15,19,7,5,23,Elite Eight,43,34
2011-03-27,2011,2010-11-01,146,3401,Texas A&M,79,3208,Georgia,38,H,0,28,64,43.8,10,20,50.0,13,17,76.5,17,34,16,9,7,5,14,15,60,25.0,4,19,21.1,4,13,30.8,16,22,10,14,4,7,13,Elite Eight,51,38
2011-03-28,2011,2010-11-01,147,3323,Notre Dame,73,3397,Tennessee,59,N,0,25,56,44.6,5,11,45.5,18,22,81.8,10,24,17,16,11,1,16,22,67,32.8,4,19,21.1,11,17,64.7,22,24,11,19,8,0,20,,34,46
2011-03-28,2011,2010-11-01,147,3390,Stanford,83,3211,Gonzaga,60,N,0,31,54,57.4,9,20,45.0,12,20,60.0,13,36,14,18,1,2,12,23,68,33.8,6,21,28.6,8,10,80.0,11,14,12,6,6,1,12,,49,25
2011-03-29,2011,2010-11-01,148,3163,Connecticut,75,3181,Duke,40,N,0,32,54,59.3,4,10,40.0,7,10,70.0,7,33,24,17,13,4,14,15,59,25.4,5,18,27.8,5,7,71.4,11,16,8,19,11,0,15,,40,27
2011-03-29,2011,2010-11-01,148,3401,Texas A&M,58,3124,Baylor,46,A,0,21,61,34.4,2,17,11.8,14,20,70.0,12,24,9,13,11,2,16,15,48,31.2,1,6,16.7,15,25,60.0,12,27,7,20,2,4,18,,36,39
2011-04-03,2011,2010-11-01,153,3323,Notre Dame,72,3163,Connecticut,63,N,0,27,52,51.9,4,8,50.0,14,22,63.6,12,27,10,16,6,1,13,25,59,42.4,6,18,33.3,7,13,53.8,10,17,16,12,9,3,19,,39,27
2011-04-03,2011,2010-11-01,153,3401,Texas A&M,63,3390,Stanford,62,N,0,23,65,35.4,7,20,35.0,10,10,100.0,13,16,10,12,7,5,19,23,46,50.0,3,6,50.0,13,19,68.4,10,29,13,22,8,8,18,,29,39
2011-04-05,2011,2010-11-01,155,3401,Texas A&M,76,3323,Notre Dame,70,N,0,29,53,54.7,2,7,28.6,16,23,69.6,10,22,14,18,8,4,21,24,52,46.2,2,10,20.0,20,26,76.9,11,18,10,16,10,3,19,,32,29
2012-03-17,2012,2011-10-31,138,3116,Arkansas,72,3173,Dayton,55,N,0,26,66,39.4,6,14,42.9,14,18,77.8,16,31,17,8,7,1,12,21,59,35.6,8,28,28.6,5,10,50.0,9,28,16,12,2,5,18,Round 2 (32 teams),47,37
2012-03-17,2012,2011-10-31,138,3163,Connecticut,83,3341,Prairie View,47,H,0,27,59,45.8,7,16,43.8,22,24,91.7,18,27,20,15,11,8,12,19,54,35.2,4,14,28.6,5,8,62.5,9,14,7,17,6,3,18,Round 2 (32 teams),45,23
2012-03-17,2012,2011-10-31,138,3177,DePaul,59,3140,BYU,55,N,0,23,54,42.6,3,11,27.3,10,17,58.8,7,25,7,15,14,3,11,20,59,33.9,6,24,25.0,9,10,90.0,14,29,17,20,8,5,18,Round 2 (32 teams),32,43
2012-03-17,2012,2011-10-31,138,3211,Gonzaga,86,3353,Rutgers,73,H,0,26,61,42.6,9,19,47.4,25,33,75.8,17,27,15,19,12,2,16,26,63,41.3,7,21,33.3,14,24,58.3,15,21,14,19,8,2,25,Round 2 (32 teams),44,36
2012-03-17,2012,2011-10-31,138,3243,Kansas St,67,3343,Princeton,64,N,0,25,54,46.3,5,15,33.3,12,14,85.7,7,22,16,10,2,4,14,26,61,42.6,3,12,25.0,9,12,75.0,16,24,8,14,5,0,10,Round 2 (32 teams),29,40
2012-03-17,2012,2011-10-31,138,3246,Kentucky,68,3270,McNeese St,62,N,0,25,63,39.7,2,17,11.8,16,28,57.1,22,36,15,20,6,8,25,21,70,30.0,2,9,22.2,18,25,72.0,18,22,9,13,12,2,21,Round 2 (32 teams),58,40
2012-03-17,2012,2011-10-31,138,3257,Louisville,67,3277,Michigan St,55,N,0,24,59,40.7,4,15,26.7,15,19,78.9,16,24,15,12,9,4,9,25,61,41.0,3,16,18.8,2,6,33.3,13,21,14,14,7,3,17,Round 2 (32 teams),40,34
2012-03-17,2012,2011-10-31,138,3268,Maryland,59,3298,Navy,44,H,0,22,58,37.9,4,10,40.0,11,14,78.6,12,34,13,11,5,1,9,18,59,30.5,6,25,24.0,2,2,100.0,7,26,10,10,4,1,13,Round 2 (32 teams),46,33
2012-03-17,2012,2011-10-31,138,3274,Miami FL,70,3226,Idaho St,41,N,0,24,52,46.2,3,13,23.1,19,28,67.9,18,27,10,20,12,4,16,13,52,25.0,3,20,15.0,12,17,70.6,13,15,6,20,9,6,18,Round 2 (32 teams),45,28
2012-03-17,2012,2011-10-31,138,3345,Purdue,83,3355,S Dakota St,68,H,0,32,64,50.0,11,22,50.0,8,11,72.7,11,19,23,7,13,9,16,22,55,40.0,10,21,47.6,14,18,77.8,14,19,14,15,4,3,12,Round 2 (32 teams),30,33
2012-03-17,2012,2011-10-31,138,3376,South Carolina,80,3185,E Michigan,48,N,0,32,60,53.3,5,19,26.3,11,14,78.6,11,27,22,17,11,11,18,16,60,26.7,0,3,0.0,16,22,72.7,16,20,10,17,6,3,12,Round 2 (32 teams),38,36
2012-03-17,2012,2011-10-31,138,3390,Stanford,73,3214,Hampton,51,N,0,29,50,58.0,6,12,50.0,9,14,64.3,8,36,21,19,5,7,15,20,63,31.7,2,12,16.7,9,17,52.9,10,15,8,6,14,1,11,Round 2 (32 teams),44,25
2012-03-17,2012,2011-10-31,138,3397,Tennessee,72,3404,TN Martin,49,N,0,28,70,40.0,10,27,37.0,6,10,60.0,18,34,15,8,8,10,9,19,66,28.8,4,20,20.0,7,8,87.5,13,26,12,8,3,4,12,Round 2 (32 teams),52,39
2012-03-17,2012,2011-10-31,138,3401,Texas A&M,69,3107,SUNY Albany,47,H,0,27,58,46.6,7,12,58.3,8,18,44.4,11,22,13,15,11,8,15,19,60,31.7,3,10,30.0,6,16,37.5,23,25,8,24,8,3,19,Round 2 (32 teams),33,48
2012-03-17,2012,2011-10-31,138,3452,West Virginia,68,3400,Texas,55,N,0,24,50,48.0,6,14,42.9,14,18,77.8,11,31,17,18,5,4,19,19,68,27.9,5,14,35.7,12,20,60.0,22,19,9,11,11,2,19,Round 2 (32 teams),42,41
2012-03-17,2012,2011-10-31,138,3453,WI Green Bay,71,3235,Iowa St,57,A,0,25,57,43.9,11,29,37.9,10,13,76.9,6,16,17,13,20,2,20,17,37,45.9,9,21,42.9,14,19,73.7,7,27,13,30,6,2,16,Round 2 (32 teams),22,34
2012-03-18,2012,2011-10-31,139,3124,Baylor,81,3364,UC Santa Barbara,40,N,0,27,46,58.7,4,8,50.0,23,36,63.9,12,28,15,13,6,5,11,16,60,26.7,2,14,14.3,6,7,85.7,15,15,9,16,4,1,25,Round 2 (32 teams),40,30
2012-03-18,2012,2011-10-31,139,3143,California,84,3234,Iowa,74,N,0,30,66,45.5,3,16,18.8,21,30,70.0,19,22,18,11,13,4,16,30,59,50.8,5,14,35.7,9,10,90.0,7,22,18,18,9,4,21,Round 2 (32 teams),41,29
2012-03-18,2012,2011-10-31,139,3174,Delaware,73,3114,Ark Little Rock,42,N,0,28,63,44.4,7,12,58.3,10,15,66.7,13,27,12,7,7,4,13,16,52,30.8,2,12,16.7,8,15,53.3,13,26,6,19,1,5,15,Round 2 (32 teams),40,39
2012-03-18,2012,2011-10-31,139,3181,Duke,82,3359,Samford,47,N,0,28,54,51.9,4,11,36.4,22,25,88.0,10,31,15,13,6,4,14,17,53,32.1,7,25,28.0,6,7,85.7,6,17,9,18,5,3,16,Round 2 (32 teams),41,23
2012-03-18,2012,2011-10-31,139,3196,Florida,70,3326,Ohio St,65,N,0,26,74,35.1,9,21,42.9,9,13,69.2,20,26,14,10,3,2,12,28,59,47.5,4,11,36.4,5,10,50.0,6,29,13,13,7,11,12,Round 2 (32 teams),46,35
2012-03-18,2012,2011-10-31,139,3207,Georgetown,61,3201,Fresno St,56,N,0,22,59,37.3,5,10,50.0,12,19,63.2,12,23,10,14,11,1,15,18,53,34.0,7,29,24.1,13,19,68.4,13,28,13,19,7,1,17,Round 2 (32 teams),35,41
2012-03-18,2012,2011-10-31,139,3210,Georgia Tech,76,3357,Sacred Heart,50,N,0,27,51,52.9,8,12,66.7,14,19,73.7,11,20,13,19,12,3,13,20,51,39.2,5,18,27.8,5,11,45.5,9,16,15,20,10,0,18,Round 2 (32 teams),31,25
2012-03-18,2012,2011-10-31,139,3242,Kansas,57,3304,Nebraska,49,N,0,25,66,37.9,2,13,15.4,5,10,50.0,17,28,7,13,6,3,14,20,61,32.8,1,19,5.3,8,9,88.9,14,28,7,15,4,5,14,Round 2 (32 teams),45,42
2012-03-18,2012,2011-10-31,139,3261,LSU,64,3361,San Diego St,56,N,0,18,47,38.3,2,9,22.2,26,35,74.3,12,31,12,10,1,3,16,22,55,40.0,5,17,29.4,7,20,35.0,11,21,9,9,7,3,27,Round 2 (32 teams),43,32
2012-03-18,2012,2011-10-31,139,3265,Marist,76,3208,Georgia,70,N,0,24,46,52.2,7,15,46.7,21,25,84.0,5,26,8,17,4,2,9,27,67,40.3,10,24,41.7,6,8,75.0,15,20,8,14,13,2,21,Round 2 (32 teams),31,35
2012-03-18,2012,2011-10-31,139,3323,Notre Dame,74,3251,Liberty,43,N,0,32,66,48.5,4,13,30.8,6,10,60.0,15,23,25,11,9,1,15,13,42,31.0,4,12,33.3,13,20,65.0,9,20,5,23,6,5,11,Round 2 (32 teams),38,29
2012-03-18,2012,2011-10-31,139,3328,Oklahoma,88,3276,Michigan,67,N,0,34,69,49.3,10,29,34.5,10,18,55.6,15,28,22,8,10,2,13,25,58,43.1,8,23,34.8,9,14,64.3,7,26,11,14,4,2,15,Round 2 (32 teams),43,33
2012-03-18,2012,2011-10-31,139,3336,Penn St,85,3431,UTEP,77,N,0,27,65,41.5,6,15,40.0,25,31,80.6,12,24,10,13,6,5,15,28,67,41.8,4,10,40.0,17,21,81.0,15,30,14,17,9,5,20,Round 2 (32 teams),36,45
2012-03-18,2012,2011-10-31,139,3382,St Bonaventure,72,3195,FGCU,65,N,1,24,55,43.6,3,12,25.0,21,29,72.4,6,30,4,12,4,0,22,20,56,35.7,7,26,26.9,18,24,75.0,9,29,9,14,4,3,23,Round 2 (32 teams),36,38
2012-03-18,2012,2011-10-31,139,3385,St John's,69,3166,Creighton,67,N,0,24,48,50.0,2,4,50.0,19,25,76.0,9,25,9,16,9,3,12,24,53,45.3,7,21,33.3,12,12,100.0,4,20,17,14,10,2,16,Round 2 (32 teams),34,24
2012-03-18,2012,2011-10-31,139,3435,Vanderbilt,60,3292,MTSU,46,N,0,21,51,41.2,4,15,26.7,14,21,66.7,16,23,13,14,8,3,17,18,64,28.1,5,20,25.0,5,10,50.0,25,16,9,15,4,3,17,Round 2 (32 teams),39,41
2012-03-19,2012,2011-10-31,140,3163,Connecticut,72,3243,Kansas St,26,N,0,28,55,50.9,7,20,35.0,9,12,75.0,12,33,15,16,11,6,9,10,57,17.5,4,26,15.4,2,5,40.0,16,16,3,20,9,2,8,,45,32
2012-03-19,2012,2011-10-31,140,3211,Gonzaga,65,3274,Miami FL,54,N,0,25,58,43.1,4,17,23.5,11,17,64.7,11,29,17,11,2,6,10,22,67,32.8,1,12,8.3,9,10,90.0,17,26,7,12,5,4,18,,40,43
2012-03-19,2012,2011-10-31,140,3246,Kentucky,65,3453,WI Green Bay,62,N,0,25,49,51.0,4,10,40.0,11,16,68.8,11,28,15,34,11,4,16,21,60,35.0,5,17,29.4,15,17,88.2,12,18,14,24,21,1,19,,39,30
2012-03-19,2012,2011-10-31,140,3268,Maryland,72,3257,Louisville,68,N,0,26,56,46.4,5,15,33.3,15,27,55.6,14,27,14,16,8,1,18,26,63,41.3,3,19,15.8,13,18,72.2,13,22,15,16,8,1,23,,41,35
2012-03-19,2012,2011-10-31,140,3376,South Carolina,72,3345,Purdue,61,N,0,28,57,49.1,6,16,37.5,10,20,50.0,10,20,11,12,11,2,15,22,56,39.3,4,10,40.0,13,17,76.5,16,24,16,20,6,5,21,,30,40
2012-03-19,2012,2011-10-31,140,3390,Stanford,72,3452,West Virginia,55,N,0,23,54,42.6,3,12,25.0,23,30,76.7,9,28,13,6,6,8,15,19,61,31.1,4,18,22.2,13,16,81.2,15,26,9,13,3,3,23,,37,41
2012-03-19,2012,2011-10-31,140,3397,Tennessee,63,3177,DePaul,48,N,0,22,59,37.3,4,17,23.5,15,18,83.3,17,34,9,20,7,4,10,20,64,31.2,3,17,17.6,5,5,100.0,10,21,10,14,11,2,14,,51,31
2012-03-19,2012,2011-10-31,140,3401,Texas A&M,61,3116,Arkansas,59,N,0,21,49,42.9,2,9,22.2,17,20,85.0,9,26,16,17,6,2,15,20,56,35.7,3,14,21.4,16,19,84.2,11,22,11,13,11,1,15,,35,33
2012-03-20,2012,2011-10-31,141,3124,Baylor,76,3196,Florida,57,N,0,24,55,43.6,4,10,40.0,24,33,72.7,17,26,14,15,9,7,12,23,70,32.9,4,19,21.1,7,12,58.3,24,19,14,18,9,4,23,,43,43
2012-03-20,2012,2011-10-31,141,3181,Duke,96,3435,Vanderbilt,80,N,0,42,64,65.6,7,11,63.6,5,7,71.4,11,19,28,13,11,5,16,29,62,46.8,12,26,46.2,10,15,66.7,17,12,15,18,6,2,12,,30,29
2012-03-20,2012,2011-10-31,141,3210,Georgia Tech,76,3207,Georgetown,64,N,0,28,56,50.0,8,23,34.8,12,19,63.2,10,29,20,17,7,3,18,23,68,33.8,5,16,31.2,13,21,61.9,19,23,9,15,5,3,19,,39,42
2012-03-20,2012,2011-10-31,141,3242,Kansas,70,3174,Delaware,64,N,0,30,60,50.0,6,16,37.5,4,12,33.3,8,26,14,9,4,3,19,21,56,37.5,2,14,14.3,20,24,83.3,12,28,10,13,3,2,14,,34,40
2012-03-20,2012,2011-10-31,141,3323,Notre Dame,73,3143,California,62,N,0,23,56,41.1,1,9,11.1,26,33,78.8,19,21,13,13,14,8,15,25,56,44.6,5,12,41.7,7,14,50.0,16,19,15,19,8,0,23,,40,35
2012-03-20,2012,2011-10-31,141,3336,Penn St,90,3261,LSU,80,N,0,29,65,44.6,7,17,41.2,25,29,86.2,10,25,9,12,10,2,19,27,73,37.0,4,17,23.5,22,24,91.7,22,27,15,18,7,2,22,,35,49
2012-03-20,2012,2011-10-31,141,3382,St Bonaventure,66,3265,Marist,63,N,0,23,51,45.1,7,15,46.7,13,18,72.2,15,25,9,13,2,0,18,20,50,40.0,7,21,33.3,16,19,84.2,8,18,10,8,6,4,17,,40,26
2012-03-20,2012,2011-10-31,141,3385,St John's,74,3328,Oklahoma,70,N,0,27,65,41.5,4,10,40.0,16,19,84.2,11,20,14,8,7,2,21,23,48,47.9,4,11,36.4,20,24,83.3,8,29,16,19,3,4,17,,31,37
2012-03-24,2012,2011-10-31,145,3124,Baylor,83,3210,Georgia Tech,68,N,0,30,56,53.6,1,6,16.7,22,30,73.3,13,20,14,11,9,10,12,26,70,37.1,10,19,52.6,6,9,66.7,25,19,11,20,8,3,24,Elite Eight,33,44
2012-03-24,2012,2011-10-31,145,3181,Duke,74,3385,St John's,47,N,0,29,54,53.7,4,13,30.8,12,16,75.0,8,27,17,15,15,5,11,20,58,34.5,2,12,16.7,5,7,71.4,12,19,15,19,7,1,12,Elite Eight,35,31
2012-03-24,2012,2011-10-31,145,3390,Stanford,76,3376,South Carolina,60,N,0,28,53,52.8,1,1,100.0,19,25,76.0,9,27,15,11,5,9,11,25,68,36.8,4,12,33.3,6,10,60.0,18,20,10,11,7,3,19,Elite Eight,36,38
2012-03-24,2012,2011-10-31,145,3397,Tennessee,84,3242,Kansas,73,N,0,29,66,43.9,5,18,27.8,21,24,87.5,16,25,15,8,6,1,12,31,66,47.0,4,14,28.6,7,11,63.6,11,21,13,9,4,2,15,Elite Eight,41,32
2012-03-25,2012,2011-10-31,146,3163,Connecticut,77,3336,Penn St,59,N,0,33,67,49.3,4,18,22.2,7,8,87.5,12,32,15,14,8,4,16,22,61,36.1,4,18,22.2,11,16,68.8,11,19,8,15,9,2,13,Elite Eight,44,30
2012-03-25,2012,2011-10-31,146,3246,Kentucky,79,3211,Gonzaga,62,N,0,27,61,44.3,12,21,57.1,13,22,59.1,17,27,18,14,9,2,14,27,67,40.3,1,6,16.7,7,9,77.8,14,20,12,10,8,1,19,Elite Eight,44,34
2012-03-25,2012,2011-10-31,146,3268,Maryland,81,3401,Texas A&M,74,N,0,30,62,48.4,4,8,50.0,17,22,77.3,14,28,14,18,8,4,14,28,64,43.8,5,16,31.2,13,16,81.2,10,20,14,14,10,4,19,Elite Eight,42,30
2012-03-25,2012,2011-10-31,146,3323,Notre Dame,79,3382,St Bonaventure,35,N,0,32,61,52.5,5,10,50.0,10,13,76.9,14,31,18,15,13,5,15,9,48,18.8,1,12,8.3,16,22,72.7,11,17,2,21,8,2,16,Elite Eight,45,28
2012-03-26,2012,2011-10-31,147,3124,Baylor,77,3397,Tennessee,58,N,0,26,62,41.9,8,15,53.3,17,22,77.3,16,31,14,13,4,10,13,23,76,30.3,4,21,19.0,8,12,66.7,24,23,11,11,7,3,20,,47,47
2012-03-26,2012,2011-10-31,147,3390,Stanford,81,3181,Duke,69,N,0,30,60,50.0,7,18,38.9,14,20,70.0,12,24,21,11,9,2,13,25,63,39.7,3,14,21.4,16,16,100.0,13,22,10,11,5,1,18,,36,35
2012-03-27,2012,2011-10-31,148,3163,Connecticut,80,3246,Kentucky,65,N,0,23,45,51.1,4,15,26.7,30,35,85.7,12,28,21,18,7,3,19,19,61,31.1,6,21,28.6,21,22,95.5,14,12,8,10,8,1,23,,40,26
2012-03-27,2012,2011-10-31,148,3323,Notre Dame,80,3268,Maryland,49,N,0,32,65,49.2,3,11,27.3,13,17,76.5,19,27,21,17,10,2,11,22,56,39.3,0,8,0.0,5,8,62.5,10,17,10,21,9,3,12,,46,27
2012-04-01,2012,2011-10-31,153,3124,Baylor,59,3390,Stanford,47,N,0,19,52,36.5,2,8,25.0,19,26,73.1,13,29,8,7,4,2,9,20,60,33.3,2,17,11.8,5,7,71.4,12,22,8,8,3,5,17,,42,34
2012-04-01,2012,2011-10-31,153,3323,Notre Dame,83,3163,Connecticut,75,N,1,29,72,40.3,5,14,35.7,20,27,74.1,20,23,16,16,14,7,14,31,68,45.6,3,13,23.1,10,13,76.9,15,27,13,21,10,8,18,,43,42
2012-04-03,2012,2011-10-31,155,3124,Baylor,80,3323,Notre Dame,61,N,0,29,58,50.0,4,11,36.4,18,21,85.7,16,30,20,11,2,6,13,22,62,35.5,5,13,38.5,12,16,75.0,12,15,13,7,6,4,19,,46,27
2013-03-23,2013,2012-11-05,138,3143,California,90,3201,Fresno St,76,N,0,35,67,52.2,4,11,36.4,16,24,66.7,16,35,23,14,8,6,13,26,68,38.2,12,29,41.4,12,14,85.7,7,21,14,10,9,2,20,Round 2 (32 teams),51,28
2013-03-23,2013,2012-11-05,138,3163,Connecticut,105,3225,Idaho,37,H,0,42,69,60.9,11,22,50.0,10,13,76.9,12,33,28,6,14,8,7,14,53,26.4,8,26,30.8,1,2,50.0,6,17,9,21,4,3,11,Round 2 (32 teams),45,23
2013-03-23,2013,2012-11-05,138,3166,Creighton,61,3393,Syracuse,56,N,0,20,55,36.4,11,36,30.6,10,11,90.9,16,27,17,19,4,1,17,18,58,31.0,3,19,15.8,17,22,77.3,16,19,12,12,12,2,13,Round 2 (32 teams),43,35
2013-03-23,2013,2012-11-05,138,3208,Georgia,70,3285,Montana,50,N,0,28,61,45.9,5,17,29.4,9,12,75.0,13,24,15,11,7,8,17,17,58,29.3,6,17,35.3,10,16,62.5,21,22,11,20,7,4,12,Round 2 (32 teams),37,43
2013-03-23,2013,2012-11-05,138,3235,Iowa St,72,3211,Gonzaga,60,N,0,23,44,52.3,9,25,36.0,17,18,94.4,7,36,15,23,1,3,12,23,71,32.4,7,26,26.9,7,11,63.6,15,15,12,9,14,2,19,Round 2 (32 teams),43,30
2013-03-23,2013,2012-11-05,138,3242,Kansas,67,3160,Colorado,52,A,0,28,61,45.9,5,14,35.7,6,6,100.0,9,33,16,19,5,7,19,16,63,25.4,3,11,27.3,17,25,68.0,18,24,8,15,13,6,16,Round 2 (32 teams),42,42
2013-03-23,2013,2012-11-05,138,3268,Maryland,72,3346,Quinnipiac,52,H,0,28,66,42.4,2,13,15.4,14,20,70.0,16,43,16,25,11,3,17,17,74,23.0,8,27,29.6,10,13,76.9,16,25,11,18,15,3,21,Round 2 (32 teams),59,41
2013-03-23,2013,2012-11-05,138,3277,Michigan St,55,3265,Marist,47,N,0,20,51,39.2,9,24,37.5,6,6,100.0,7,23,15,9,4,1,10,16,41,39.0,8,16,50.0,7,8,87.5,1,24,8,12,5,2,10,Round 2 (32 teams),30,25
2013-03-23,2013,2012-11-05,138,3304,Nebraska,73,3151,Chattanooga,59,N,0,24,50,48.0,7,13,53.8,18,23,78.3,7,32,13,15,7,1,6,24,66,36.4,10,28,35.7,1,1,100.0,9,21,18,12,10,4,17,Round 2 (32 teams),39,30
2013-03-23,2013,2012-11-05,138,3328,Oklahoma,78,3141,C Michigan,73,N,0,25,53,47.2,9,19,47.4,19,22,86.4,11,37,15,24,5,5,14,26,84,31.0,8,33,24.2,13,19,68.4,23,19,10,7,12,4,16,Round 2 (32 teams),48,42
2013-03-23,2013,2012-11-05,138,3376,South Carolina,74,3355,S Dakota St,52,N,0,25,52,48.1,4,11,36.4,20,26,76.9,8,32,13,15,10,5,13,17,52,32.7,3,14,21.4,15,18,83.3,5,23,6,16,10,2,21,Round 2 (32 teams),40,28
2013-03-23,2013,2012-11-05,138,3378,South Florida,71,3403,Texas Tech,70,A,0,25,60,41.7,6,18,33.3,15,21,71.4,11,34,17,16,5,4,22,21,61,34.4,7,20,35.0,21,29,72.4,13,27,15,13,8,1,20,Round 2 (32 teams),45,40
2013-03-23,2013,2012-11-05,138,3397,Tennessee,83,3331,Oral Roberts,62,H,0,28,65,43.1,6,17,35.3,21,25,84.0,18,30,18,19,11,8,15,21,66,31.8,7,23,30.4,13,19,68.4,18,21,9,20,9,10,16,Round 2 (32 teams),48,39
2013-03-23,2013,2012-11-05,138,3401,Texas A&M,71,3455,Wichita St,45,H,0,26,55,47.3,3,10,30.0,16,18,88.9,14,27,22,12,4,3,13,18,55,32.7,3,17,17.6,6,8,75.0,9,16,7,12,6,3,16,Round 2 (32 teams),41,25
2013-03-23,2013,2012-11-05,138,3417,UCLA,66,3391,Stetson,49,N,0,28,67,41.8,3,13,23.1,7,9,77.8,14,33,16,12,3,4,8,20,69,29.0,5,26,19.2,4,8,50.0,17,26,10,12,4,2,9,Round 2 (32 teams),47,43
2013-03-23,2013,2012-11-05,138,3435,Vanderbilt,60,3386,St Joseph's PA,54,N,0,22,59,37.3,2,12,16.7,14,22,63.6,18,29,13,15,4,1,18,19,55,34.5,1,15,6.7,15,17,88.2,8,24,12,11,5,3,19,Round 2 (32 teams),47,32
2013-03-24,2013,2012-11-05,139,3124,Baylor,82,3341,Prairie View,40,H,0,30,53,56.6,2,8,25.0,20,29,69.0,14,31,23,11,10,10,3,17,66,25.8,6,20,30.0,0,0,,18,14,10,14,5,0,23,Round 2 (32 teams),45,32
