Date,Season,DayZero,DayNum,WTeamID,WTeamName,WScore,LTeamID,LTeamName,LScore,WLoc,NumOT,WFGM,WFGA,WFG%,WFGM3,WFGA3,WFG3%,WFTM,WFTA,WFT%,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFG%,LFGM3,LFGA3,LFG3%,LFTM,LFTA,LFT%,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Round,W_rebounds,L_rebounds
2007-03-16,2007,2006-10-30,137,1400,Texas,79,1308,New Mexico St,67,N,0,25,51,49.0,4,16,25.0,25,26,96.2,9,21,11,15,8,4,14,25,62,40.3,7,25,28.0,10,12,83.3,16,18,14,17,5,0,22,Round 1 (64 teams),30,34
2007-03-16,2007,2006-10-30,137,1424,UNLV,67,1210,Georgia Tech,63,N,0,19,60,31.7,8,30,26.7,21,27,77.8,24,20,15,9,5,5,20,25,61,41.0,3,11,27.3,10,17,58.8,21,20,11,11,6,4,23,Round 1 (64 teams),44,41
2007-03-16,2007,2006-10-30,137,1425,USC,77,1116,Arkansas,60,N,0,25,50,50.0,4,13,30.8,23,25,92.0,9,30,10,12,8,5,18,21,57,36.8,3,20,15.0,15,20,75.0,10,16,5,11,5,3,20,Round 1 (64 teams),39,26
2007-03-16,2007,2006-10-30,137,1438,Virginia,84,1107,SUNY Albany,57,N,0,30,56,53.6,9,17,52.9,15,18,83.3,15,26,16,8,3,5,14,22,58,37.9,8,26,30.8,5,7,71.4,12,13,16,9,2,4,19,Round 1 (64 teams),41,25
2007-03-16,2007,2006-10-30,137,1439,Virginia Tech,54,1228,Illinois,52,N,0,15,42,35.7,6,14,42.9,18,28,64.3,4,18,11,9,11,4,12,19,45,42.2,6,17,35.3,8,15,53.3,9,28,12,21,3,1,22,Round 1 (64 teams),22,37
2007-03-16,2007,2006-10-30,137,1457,Winthrop,74,1323,Notre Dame,64,N,0,28,62,45.2,8,21,38.1,10,19,52.6,10,33,20,13,5,6,16,28,67,41.8,4,22,18.2,4,13,30.8,12,29,10,13,10,2,22,Round 1 (64 teams),43,41
2007-03-16,2007,2006-10-30,137,1458,Wisconsin,76,1394,TAM C. Christi,63,N,0,22,55,40.0,7,20,35.0,25,30,83.3,11,23,13,10,8,4,21,20,46,43.5,6,12,50.0,17,25,68.0,7,27,16,17,5,5,26,Round 1 (64 teams),34,34
2007-03-17,2007,2006-10-30,138,1139,Butler,62,1268,Maryland,59,N,0,23,52,44.2,12,26,46.2,4,6,66.7,8,15,14,12,10,0,15,23,49,46.9,6,11,54.5,7,15,46.7,14,23,13,17,4,8,13,Round 2 (32 teams),23,37
2007-03-17,2007,2006-10-30,138,1207,Georgetown,62,1130,Boston College,55,N,0,22,52,42.3,4,16,25.0,14,19,73.7,17,21,12,10,6,7,14,21,55,38.2,6,21,28.6,7,11,63.6,16,17,9,9,6,3,17,Round 2 (32 teams),38,33
2007-03-17,2007,2006-10-30,138,1314,North Carolina,81,1277,Michigan St,67,N,0,25,52,48.1,6,16,37.5,25,34,73.5,14,26,12,10,6,3,17,22,59,37.3,8,20,40.0,15,17,88.2,11,18,15,10,5,0,27,Round 2 (32 teams),40,29
2007-03-17,2007,2006-10-30,138,1326,Ohio St,78,1462,Xavier,71,N,1,26,63,41.3,9,21,42.9,17,20,85.0,12,33,10,14,5,6,19,26,61,42.6,8,23,34.8,11,16,68.8,5,23,13,9,4,2,21,Round 2 (32 teams),45,28
2007-03-17,2007,2006-10-30,138,1338,Pittsburgh,84,1433,VCU,79,N,1,31,57,54.4,6,12,50.0,16,27,59.3,14,28,20,16,5,6,17,29,71,40.8,7,23,30.4,14,17,82.4,15,19,13,7,9,3,22,Round 2 (32 teams),42,34
2007-03-17,2007,2006-10-30,138,1401,Texas A&M,72,1257,Louisville,69,N,0,19,41,46.3,5,8,62.5,29,39,74.4,6,19,9,11,6,1,23,20,45,44.4,5,18,27.8,24,31,77.4,8,22,5,14,3,7,28,Round 2 (32 teams),25,30
2007-03-17,2007,2006-10-30,138,1417,UCLA,54,1231,Indiana,49,N,0,17,47,36.2,2,9,22.2,18,24,75.0,9,29,10,10,6,2,19,17,52,32.7,5,16,31.2,10,21,47.6,13,25,8,12,4,4,19,Round 2 (32 teams),38,38
2007-03-17,2007,2006-10-30,138,1435,Vanderbilt,78,1450,Washington St,74,N,2,27,63,42.9,10,27,37.0,14,18,77.8,11,28,13,17,12,2,17,27,60,45.0,7,19,36.8,13,17,76.5,9,27,16,19,10,4,16,Round 2 (32 teams),39,36
2007-03-18,2007,2006-10-30,139,1196,Florida,74,1345,Purdue,67,N,0,21,42,50.0,5,18,27.8,27,31,87.1,7,24,11,15,7,4,14,28,59,47.5,5,17,29.4,6,13,46.2,11,17,15,12,12,1,23,Round 2 (32 teams),31,28
2007-03-18,2007,2006-10-30,139,1242,Kansas,88,1246,Kentucky,76,N,0,30,53,56.6,10,16,62.5,18,23,78.3,9,21,19,11,7,5,21,24,58,41.4,10,26,38.5,18,23,78.3,15,17,17,12,5,2,22,Round 2 (32 teams),30,32
2007-03-18,2007,2006-10-30,139,1272,Memphis,78,1305,Nevada,62,N,0,23,59,39.0,6,17,35.3,26,34,76.5,16,24,10,10,7,5,16,21,57,36.8,5,21,23.8,15,17,88.2,10,20,16,14,5,5,22,Round 2 (32 teams),40,30
2007-03-18,2007,2006-10-30,139,1332,Oregon,75,1457,Winthrop,61,N,0,27,56,48.2,11,23,47.8,10,12,83.3,10,21,8,10,4,0,13,24,61,39.3,8,31,25.8,5,8,62.5,18,20,13,15,4,3,14,Round 2 (32 teams),31,38
2007-03-18,2007,2006-10-30,139,1356,S Illinois,63,1439,Virginia Tech,48,N,0,19,43,44.2,12,21,57.1,13,23,56.5,6,24,11,9,5,3,19,19,46,41.3,2,13,15.4,8,16,50.0,5,24,3,11,3,2,21,Round 2 (32 teams),30,29
2007-03-18,2007,2006-10-30,139,1397,Tennessee,77,1438,Virginia,74,N,0,22,54,40.7,11,26,42.3,22,32,68.8,12,27,12,16,7,0,25,18,48,37.5,7,26,26.9,31,36,86.1,6,23,5,12,5,5,26,Round 2 (32 teams),39,29
2007-03-18,2007,2006-10-30,139,1424,UNLV,74,1458,Wisconsin,68,N,0,24,52,46.2,10,20,50.0,16,20,80.0,6,27,12,9,3,2,22,21,51,41.2,5,21,23.8,21,27,77.8,7,24,14,8,6,1,21,Round 2 (32 teams),33,31
2007-03-18,2007,2006-10-30,139,1425,USC,87,1400,Texas,68,N,0,27,59,45.8,6,16,37.5,27,38,71.1,13,30,13,10,6,2,16,24,64,37.5,7,28,25.0,13,16,81.2,11,24,10,14,3,3,27,Round 2 (32 teams),43,35
2007-03-22,2007,2006-10-30,143,1242,Kansas,61,1356,S Illinois,58,N,0,25,42,59.5,1,6,16.7,10,19,52.6,6,20,16,19,9,1,16,21,57,36.8,6,25,24.0,10,14,71.4,17,14,9,15,6,2,21,Sweet Sixteen,26,31
2007-03-22,2007,2006-10-30,143,1272,Memphis,65,1401,Texas A&M,64,N,0,23,54,42.6,5,17,29.4,14,21,66.7,11,20,8,8,2,6,15,28,59,47.5,3,10,30.0,5,10,50.0,12,24,14,8,4,0,20,Sweet Sixteen,31,36
2007-03-22,2007,2006-10-30,143,1326,Ohio St,85,1397,Tennessee,84,N,0,27,51,52.9,8,22,36.4,23,35,65.7,8,25,13,8,3,5,17,30,62,48.4,16,31,51.6,8,17,47.1,10,24,14,7,4,1,24,Sweet Sixteen,33,34
2007-03-22,2007,2006-10-30,143,1417,UCLA,64,1338,Pittsburgh,55,N,0,18,42,42.9,5,13,38.5,23,26,88.5,6,27,10,14,1,2,18,20,55,36.4,7,16,43.8,8,14,57.1,8,19,13,10,5,2,23,Sweet Sixteen,33,27
2007-03-23,2007,2006-10-30,144,1196,Florida,65,1139,Butler,57,N,0,17,34,50.0,8,19,42.1,23,28,82.1,6,21,9,13,1,6,16,20,50,40.0,7,19,36.8,10,13,76.9,11,14,8,9,7,0,25,Sweet Sixteen,27,25
2007-03-23,2007,2006-10-30,144,1207,Georgetown,66,1435,Vanderbilt,65,N,0,25,56,44.6,8,19,42.1,8,14,57.1,16,24,14,11,3,3,18,21,51,41.2,9,27,33.3,14,20,70.0,8,18,17,5,5,4,16,Sweet Sixteen,40,26
2007-03-23,2007,2006-10-30,144,1314,North Carolina,74,1425,USC,64,N,0,30,77,39.0,2,14,14.3,12,17,70.6,20,26,11,9,6,4,14,26,61,42.6,5,18,27.8,7,9,77.8,10,29,13,18,5,7,19,Sweet Sixteen,46,39
2007-03-23,2007,2006-10-30,144,1332,Oregon,76,1424,UNLV,72,N,0,23,48,47.9,13,23,56.5,17,22,77.3,7,30,11,17,4,3,20,28,74,37.8,9,33,27.3,7,12,58.3,19,19,13,8,8,3,21,Sweet Sixteen,37,38
2007-03-24,2007,2006-10-30,145,1326,Ohio St,92,1272,Memphis,76,N,0,26,51,51.0,5,17,29.4,35,41,85.4,9,25,9,8,8,2,15,26,65,40.0,10,22,45.5,14,20,70.0,15,20,10,11,5,3,29,Elite Eight,34,35
2007-03-24,2007,2006-10-30,145,1417,UCLA,68,1242,Kansas,55,N,0,24,45,53.3,8,17,47.1,12,18,66.7,10,21,12,25,15,3,14,23,56,41.1,4,8,50.0,5,11,45.5,14,14,17,21,17,6,19,Elite Eight,31,28
2007-03-25,2007,2006-10-30,146,1196,Florida,85,1332,Oregon,77,N,0,23,48,47.9,11,24,45.8,28,43,65.1,15,24,10,18,5,5,14,27,58,46.6,8,22,36.4,15,16,93.8,8,16,13,13,8,2,30,Elite Eight,39,24
2007-03-25,2007,2006-10-30,146,1207,Georgetown,96,1314,North Carolina,84,N,1,38,66,57.6,8,14,57.1,12,18,66.7,11,27,26,10,4,11,18,25,71,35.2,5,20,25.0,29,34,85.3,21,22,15,9,5,4,19,Elite Eight,38,43
2007-03-31,2007,2006-10-30,152,1196,Florida,76,1417,UCLA,66,N,0,24,45,53.3,9,22,40.9,19,31,61.3,8,35,10,16,2,6,17,25,64,39.1,5,23,21.7,11,13,84.6,6,20,12,3,6,0,26,Final Four,43,26
2007-03-31,2007,2006-10-30,152,1326,Ohio St,67,1207,Georgetown,60,N,0,25,57,43.9,4,14,28.6,13,19,68.4,16,21,13,8,8,3,10,25,51,49.0,7,21,33.3,3,8,37.5,9,21,17,14,3,3,15,Final Four,37,30
2007-04-02,2007,2006-10-30,154,1196,Florida,84,1326,Ohio St,75,N,0,26,53,49.1,10,18,55.6,22,25,88.0,10,28,11,15,5,3,19,30,64,46.9,4,23,17.4,11,17,64.7,10,18,10,7,11,4,20,Championship,38,28
2008-03-18,2008,2007-11-05,134,1291,Mt St Mary's,69,1164,Coppin St,60,N,0,19,55,34.5,5,20,25.0,26,32,81.2,13,28,10,11,7,3,16,25,57,43.9,4,17,23.5,6,13,46.2,8,26,9,11,2,6,22,Play-In,41,34
2008-03-20,2008,2007-11-05,136,1181,Duke,71,1125,Belmont,70,N,0,25,58,43.1,6,21,28.6,15,21,71.4,13,27,9,15,11,2,17,26,59,44.1,8,23,34.8,10,15,66.7,9,24,12,14,7,2,21,Round 1 (64 teams),40,33
2008-03-20,2008,2007-11-05,136,1242,Kansas,85,1340,Portland St,61,N,0,33,61,54.1,12,25,48.0,7,15,46.7,15,23,21,11,10,3,15,21,55,38.2,9,25,36.0,10,14,71.4,13,18,11,16,8,3,18,Round 1 (64 teams),38,31
2008-03-20,2008,2007-11-05,136,1243,Kansas St,80,1425,USC,67,N,0,29,60,48.3,7,16,43.8,15,26,57.7,21,23,15,13,7,1,21,21,50,42.0,6,12,50.0,19,27,70.4,9,18,12,11,6,4,24,Round 1 (64 teams),44,27
2008-03-20,2008,2007-11-05,136,1266,Marquette,74,1246,Kentucky,66,N,0,23,52,44.2,5,13,38.5,23,29,79.3,15,19,10,7,5,3,18,23,48,47.9,8,20,40.0,12,17,70.6,9,17,13,12,4,5,22,Round 1 (64 teams),34,26
2008-03-20,2008,2007-11-05,136,1277,Michigan St,72,1396,Temple,61,N,0,26,54,48.1,4,15,26.7,16,18,88.9,10,27,19,12,4,2,18,21,56,37.5,6,23,26.1,13,19,68.4,11,18,13,11,7,2,12,Round 1 (64 teams),37,29
2008-03-20,2008,2007-11-05,136,1323,Notre Dame,68,1206,George Mason,50,N,0,26,57,45.6,9,21,42.9,7,11,63.6,11,31,14,13,4,5,15,19,57,33.3,3,17,17.6,9,14,64.3,11,23,8,11,5,2,14,Round 1 (64 teams),42,34
2008-03-20,2008,2007-11-05,136,1338,Pittsburgh,82,1331,Oral Roberts,63,N,0,32,69,46.4,8,22,36.4,10,13,76.9,16,34,17,9,5,1,13,22,63,34.9,9,22,40.9,10,15,66.7,11,22,10,10,6,5,11,Round 1 (64 teams),50,33
2008-03-20,2008,2007-11-05,136,1345,Purdue,90,1124,Baylor,79,N,0,33,67,49.3,9,20,45.0,15,18,83.3,16,27,14,13,6,6,18,28,69,40.6,8,28,28.6,15,20,75.0,16,21,11,11,9,1,15,Round 1 (64 teams),43,37
2008-03-20,2008,2007-11-05,136,1390,Stanford,77,1165,Cornell,53,N,0,31,56,55.4,8,18,44.4,7,10,70.0,13,34,20,19,5,7,15,18,59,30.5,8,26,30.8,9,13,69.2,10,15,7,11,8,3,17,Round 1 (64 teams),47,25
2008-03-20,2008,2007-11-05,136,1401,Texas A&M,67,1140,BYU,62,N,0,25,46,54.3,8,16,50.0,9,17,52.9,9,28,18,13,2,0,15,24,54,44.4,7,22,31.8,7,14,50.0,8,17,13,7,6,1,15,Round 1 (64 teams),37,25
2008-03-20,2008,2007-11-05,136,1417,UCLA,70,1290,MS Valley St,29,N,0,27,57,47.4,8,20,40.0,8,11,72.7,12,40,20,12,7,13,9,13,66,19.7,1,14,7.1,2,6,33.3,15,19,7,11,7,5,9,Round 1 (64 teams),52,34
2008-03-20,2008,2007-11-05,136,1424,UNLV,71,1245,Kent,58,N,0,29,57,50.9,6,18,33.3,7,9,77.8,7,29,16,19,11,7,16,21,59,35.6,5,17,29.4,11,15,73.3,12,22,9,20,10,1,14,Round 1 (64 teams),36,34
2008-03-20,2008,2007-11-05,136,1450,Washington St,71,1457,Winthrop,40,N,0,29,49,59.2,4,13,30.8,9,13,69.2,8,32,20,10,4,3,11,16,52,30.8,6,19,31.6,2,8,25.0,6,15,7,7,5,4,13,Round 1 (64 teams),40,21
2008-03-20,2008,2007-11-05,136,1452,West Virginia,75,1112,Arizona,65,N,0,28,55,50.9,11,19,57.9,8,9,88.9,6,21,16,9,6,3,17,21,46,45.7,6,15,40.0,17,21,81.0,6,21,12,12,3,3,14,Round 1 (64 teams),27,27
2008-03-20,2008,2007-11-05,136,1458,Wisconsin,71,1168,CS Fullerton,56,N,0,25,59,42.4,3,16,18.8,18,25,72.0,18,32,13,17,8,7,11,21,58,36.2,7,21,33.3,7,13,53.8,7,20,7,14,9,0,25,Round 1 (64 teams),50,27
2008-03-20,2008,2007-11-05,136,1462,Xavier,73,1208,Georgia,61,N,0,20,47,42.6,6,18,33.3,27,33,81.8,6,23,11,8,9,1,12,26,55,47.3,6,18,33.3,3,5,60.0,6,24,10,14,4,3,22,Round 1 (64 teams),29,30
2008-03-21,2008,2007-11-05,137,1116,Arkansas,86,1231,Indiana,72,N,0,26,48,54.2,8,17,47.1,26,33,78.8,9,25,14,12,5,4,18,28,64,43.8,10,24,41.7,6,12,50.0,14,16,14,10,8,3,23,Round 1 (64 teams),34,30
2008-03-21,2008,2007-11-05,137,1139,Butler,81,1375,South Alabama,61,N,0,27,53,50.9,15,28,53.6,12,13,92.3,7,21,18,10,9,1,21,21,48,43.8,6,20,30.0,13,27,48.1,13,17,8,13,5,4,19,Round 1 (64 teams),28,30
2008-03-21,2008,2007-11-05,137,1172,Davidson,82,1211,Gonzaga,76,N,0,28,57,49.1,11,22,50.0,15,21,71.4,10,19,18,14,9,1,18,28,55,50.9,12,27,44.4,8,14,57.1,11,23,14,19,11,1,19,Round 1 (64 teams),29,34
2008-03-21,2008,2007-11-05,137,1207,Georgetown,66,1420,UMBC,47,N,0,26,51,51.0,8,23,34.8,6,14,42.9,11,29,14,15,6,2,12,16,50,32.0,8,26,30.8,7,13,53.8,9,20,8,12,12,0,16,Round 1 (64 teams),40,29
2008-03-21,2008,2007-11-05,137,1257,Louisville,79,1129,Boise St,61,N,0,29,52,55.8,12,24,50.0,9,18,50.0,7,20,15,16,10,6,17,26,54,48.1,4,17,23.5,5,12,41.7,11,20,15,19,5,0,13,Round 1 (64 teams),27,31
2008-03-21,2008,2007-11-05,137,1272,Memphis,87,1426,UT Arlington,63,N,0,28,54,51.9,9,20,45.0,22,35,62.9,16,23,18,12,7,5,18,24,55,43.6,4,13,30.8,11,21,52.4,12,17,16,14,5,3,23,Round 1 (64 teams),39,29
2008-03-21,2008,2007-11-05,137,1274,Miami FL,78,1388,St Mary's CA,64,N,0,28,63,44.4,5,13,38.5,17,21,81.0,13,34,14,16,4,4,20,22,59,37.3,8,23,34.8,12,23,52.2,10,23,15,14,3,4,20,Round 1 (64 teams),47,33
2008-03-21,2008,2007-11-05,137,1280,Mississippi St,76,1332,Oregon,69,N,0,24,51,47.1,4,17,23.5,24,36,66.7,8,32,16,12,5,6,15,22,64,34.4,9,38,23.7,16,19,84.2,11,25,13,10,6,2,26,Round 1 (64 teams),40,36
2008-03-21,2008,2007-11-05,137,1314,North Carolina,113,1291,Mt St Mary's,74,N,0,43,71,60.6,7,16,43.8,20,25,80.0,18,30,25,9,11,4,16,28,65,43.1,7,22,31.8,11,14,78.6,9,13,16,15,7,1,18,Round 1 (64 teams),48,22
2008-03-21,2008,2007-11-05,137,1328,Oklahoma,72,1386,St Joseph's PA,64,N,0,24,42,57.1,6,14,42.9,18,26,69.2,6,19,14,9,5,2,18,24,49,49.0,6,14,42.9,10,14,71.4,9,15,11,12,4,0,22,Round 1 (64 teams),25,24
2008-03-21,2008,2007-11-05,137,1360,San Diego,70,1163,Connecticut,69,N,1,31,65,47.7,4,12,33.3,4,7,57.1,12,19,13,11,11,4,21,25,58,43.1,3,6,50.0,16,20,80.0,16,25,14,15,5,4,16,Round 1 (64 teams),31,41
2008-03-21,2008,2007-11-05,137,1373,Siena,83,1435,Vanderbilt,62,N,0,26,46,56.5,9,20,45.0,22,25,88.0,5,24,16,17,10,0,11,25,61,41.0,4,20,20.0,8,12,66.7,14,17,12,16,9,0,19,Round 1 (64 teams),29,31
2008-03-21,2008,2007-11-05,137,1397,Tennessee,72,1110,American Univ,57,N,0,22,45,48.9,6,19,31.6,22,31,71.0,6,21,13,14,12,3,16,21,58,36.2,9,25,36.0,6,12,50.0,18,21,9,22,5,3,26,Round 1 (64 teams),27,39
2008-03-21,2008,2007-11-05,137,1400,Texas,74,1122,Austin Peay,54,N,0,27,55,49.1,10,22,45.5,10,18,55.6,15,29,17,11,2,6,16,17,59,28.8,6,23,26.1,14,21,66.7,18,17,10,7,4,1,19,Round 1 (64 teams),44,35
2008-03-21,2008,2007-11-05,137,1437,Villanova,75,1155,Clemson,69,N,0,22,44,50.0,7,13,53.8,24,29,82.8,5,31,8,19,6,1,15,23,60,38.3,9,33,27.3,14,23,60.9,12,19,9,14,8,3,24,Round 1 (64 teams),36,31
2008-03-21,2008,2007-11-05,137,1443,WKU,101,1179,Drake,99,N,1,37,68,54.4,14,28,50.0,13,19,68.4,13,28,18,22,5,4,29,26,69,37.7,16,42,38.1,31,38,81.6,19,20,18,15,8,4,21,Round 1 (64 teams),41,39
2008-03-22,2008,2007-11-05,138,1242,Kansas,75,1424,UNLV,56,N,0,29,50,58.0,5,13,38.5,12,19,63.2,7,29,9,10,7,1,26,12,45,26.7,5,22,22.7,27,34,79.4,9,17,6,10,6,1,20,Round 2 (32 teams),36,26
2008-03-22,2008,2007-11-05,138,1277,Michigan St,65,1338,Pittsburgh,54,N,0,25,52,48.1,6,10,60.0,9,9,100.0,10,27,12,15,1,3,17,17,52,32.7,2,17,11.8,18,19,94.7,9,17,4,9,8,9,16,Round 2 (32 teams),37,26
2008-03-22,2008,2007-11-05,138,1390,Stanford,82,1266,Marquette,81,N,1,28,60,46.7,7,14,50.0,19,28,67.9,11,27,23,8,4,4,14,31,73,42.5,10,30,33.3,9,12,75.0,17,28,15,9,3,3,24,Round 2 (32 teams),38,45
2008-03-22,2008,2007-11-05,138,1417,UCLA,51,1401,Texas A&M,49,N,0,19,44,43.2,6,18,33.3,7,11,63.6,8,21,7,14,7,11,16,22,51,43.1,2,10,20.0,3,7,42.9,10,19,12,11,2,2,15,Round 2 (32 teams),29,29
2008-03-22,2008,2007-11-05,138,1450,Washington St,61,1323,Notre Dame,41,N,0,24,54,44.4,4,17,23.5,9,14,64.3,8,29,14,7,8,2,15,13,53,24.5,3,17,17.6,12,13,92.3,12,26,7,13,3,3,16,Round 2 (32 teams),37,38
2008-03-22,2008,2007-11-05,138,1452,West Virginia,73,1181,Duke,67,N,0,25,62,40.3,4,11,36.4,19,22,86.4,19,28,12,17,1,5,25,19,50,38.0,5,22,22.7,24,32,75.0,7,20,6,13,6,3,23,Round 2 (32 teams),47,27
2008-03-22,2008,2007-11-05,138,1458,Wisconsin,72,1243,Kansas St,55,N,0,24,46,52.2,9,22,40.9,15,24,62.5,4,22,10,10,3,0,18,21,53,39.6,0,13,0.0,13,16,81.2,12,24,4,13,4,1,23,Round 2 (32 teams),26,36
2008-03-22,2008,2007-11-05,138,1462,Xavier,85,1345,Purdue,78,N,0,27,50,54.0,5,12,41.7,26,33,78.8,5,29,12,14,5,3,17,26,67,38.8,8,21,38.1,18,23,78.3,13,24,9,10,8,4,26,Round 2 (32 teams),34,37
2008-03-23,2008,2007-11-05,139,1172,Davidson,74,1207,Georgetown,70,N,0,22,57,38.6,6,28,21.4,24,30,80.0,12,16,10,5,6,0,20,26,41,63.4,10,18,55.6,8,17,47.1,7,23,11,20,2,3,27,Round 2 (32 teams),28,30
2008-03-23,2008,2007-11-05,139,1257,Louisville,78,1328,Oklahoma,48,N,0,32,54,59.3,9,17,52.9,5,15,33.3,10,23,24,12,7,3,18,15,47,31.9,5,18,27.8,13,19,68.4,10,18,9,16,3,3,18,Round 2 (32 teams),33,28
2008-03-23,2008,2007-11-05,139,1272,Memphis,77,1280,Mississippi St,74,N,0,28,63,44.4,6,16,37.5,15,32,46.9,19,26,19,5,3,11,16,26,60,43.3,8,19,42.1,14,20,70.0,11,26,9,8,2,7,23,Round 2 (32 teams),45,37
2008-03-23,2008,2007-11-05,139,1314,North Carolina,108,1116,Arkansas,77,N,0,44,65,67.7,8,16,50.0,12,17,70.6,11,21,28,7,3,5,18,28,59,47.5,5,18,27.8,16,23,69.6,14,13,11,9,5,3,13,Round 2 (32 teams),32,27
2008-03-23,2008,2007-11-05,139,1397,Tennessee,76,1139,Butler,71,N,1,26,59,44.1,5,19,26.3,19,29,65.5,16,30,12,20,5,3,24,22,61,36.1,9,26,34.6,18,28,64.3,15,24,11,14,11,1,25,Round 2 (32 teams),46,39
2008-03-23,2008,2007-11-05,139,1400,Texas,75,1274,Miami FL,72,N,0,25,57,43.9,13,26,50.0,12,21,57.1,16,25,17,13,3,7,19,22,55,40.0,9,22,40.9,19,22,86.4,8,22,10,9,4,3,19,Round 2 (32 teams),41,30
2008-03-23,2008,2007-11-05,139,1437,Villanova,84,1373,Siena,72,N,0,30,56,53.6,6,13,46.2,18,24,75.0,6,31,15,15,8,2,27,20,56,35.7,6,21,28.6,26,39,66.7,10,24,9,13,8,4,19,Round 2 (32 teams),37,34
2008-03-23,2008,2007-11-05,139,1443,WKU,72,1360,San Diego,63,N,0,25,52,48.1,6,16,37.5,16,21,76.2,8,23,11,14,13,6,19,21,47,44.7,4,15,26.7,17,28,60.7,8,22,11,17,8,2,20,Round 2 (32 teams),31,30
2008-03-27,2008,2007-11-05,143,1257,Louisville,79,1397,Tennessee,60,N,0,26,50,52.0,4,14,28.6,23,30,76.7,9,34,14,20,6,7,23,19,56,33.9,5,20,25.0,17,25,68.0,8,20,12,17,11,1,26,Sweet Sixteen,43,28
2008-03-27,2008,2007-11-05,143,1314,North Carolina,68,1450,Washington St,47,N,0,25,58,43.1,5,15,33.3,13,19,68.4,14,32,11,13,5,5,16,18,57,31.6,2,16,12.5,9,15,60.0,9,23,9,10,6,5,18,Sweet Sixteen,46,32
2008-03-27,2008,2007-11-05,143,1417,UCLA,88,1443,WKU,78,N,0,29,58,50.0,4,9,44.4,26,35,74.3,17,34,17,19,6,8,22,25,72,34.7,9,24,37.5,19,26,73.1,18,18,12,11,11,4,24,Sweet Sixteen,51,36
2008-03-27,2008,2007-11-05,143,1462,Xavier,79,1452,West Virginia,75,N,1,28,59,47.5,11,19,57.9,12,21,57.1,15,26,16,12,3,5,25,28,66,42.4,1,11,9.1,18,27,66.7,17,21,16,8,5,6,21,Sweet Sixteen,41,38
2008-03-28,2008,2007-11-05,144,1172,Davidson,73,1458,Wisconsin,56,N,0,26,53,49.1,12,24,50.0,9,12,75.0,11,17,18,7,9,0,19,17,46,37.0,8,23,34.8,14,21,66.7,14,17,9,12,2,3,13,Sweet Sixteen,28,31
2008-03-28,2008,2007-11-05,144,1242,Kansas,72,1437,Villanova,57,N,0,24,45,53.3,8,19,42.1,16,20,80.0,7,26,16,18,8,5,18,21,59,35.6,3,17,17.6,12,18,66.7,15,15,5,14,10,2,17,Sweet Sixteen,33,30
2008-03-28,2008,2007-11-05,144,1272,Memphis,92,1277,Michigan St,74,N,0,31,59,52.5,4,13,30.8,26,35,74.3,17,22,13,9,9,7,16,29,59,49.2,5,18,27.8,11,17,64.7,11,17,18,12,2,3,28,Sweet Sixteen,39,28
2008-03-28,2008,2007-11-05,144,1400,Texas,82,1390,Stanford,62,N,0,32,65,49.2,7,22,31.8,11,18,61.1,14,28,16,6,7,5,14,22,65,33.8,6,17,35.3,12,18,66.7,19,23,13,10,5,4,14,Sweet Sixteen,42,42
2008-03-29,2008,2007-11-05,145,1314,North Carolina,83,1257,Louisville,73,N,0,31,58,53.4,3,11,27.3,18,21,85.7,15,18,16,14,9,0,17,29,55,52.7,6,19,31.6,9,16,56.2,13,14,15,19,7,5,19,Elite Eight,33,27
2008-03-29,2008,2007-11-05,145,1417,UCLA,76,1462,Xavier,57,N,0,28,52,53.8,7,15,46.7,13,18,72.2,13,24,17,14,6,6,19,21,58,36.2,4,19,21.1,11,16,68.8,14,14,12,9,6,1,15,Elite Eight,37,28
2008-03-30,2008,2007-11-05,146,1242,Kansas,59,1172,Davidson,57,N,0,23,52,44.2,5,14,35.7,8,14,57.1,10,28,12,14,5,5,16,22,57,38.6,8,27,29.6,5,12,41.7,9,21,17,9,7,2,15,Elite Eight,38,30
2008-03-30,2008,2007-11-05,146,1272,Memphis,85,1400,Texas,67,N,0,26,52,50.0,3,11,27.3,30,36,83.3,7,32,18,7,4,5,13,25,69,36.2,9,28,32.1,8,9,88.9,13,23,13,8,5,4,25,Elite Eight,39,36
2008-04-05,2008,2007-11-05,152,1242,Kansas,84,1314,North Carolina,66,N,0,34,64,53.1,5,15,33.3,11,14,78.6,11,31,17,19,10,9,21,24,67,35.8,5,24,20.8,13,15,86.7,13,20,7,18,7,3,14,Final Four,42,33
2008-04-05,2008,2007-11-05,152,1272,Memphis,78,1417,UCLA,63,N,0,27,64,42.2,4,12,33.3,20,23,87.0,15,28,10,9,7,6,14,24,64,37.5,4,13,30.8,11,13,84.6,12,24,8,12,6,4,17,Final Four,43,36
2008-04-07,2008,2007-11-05,154,1242,Kansas,75,1272,Memphis,68,N,1,29,55,52.7,3,12,25.0,14,15,93.3,9,30,14,17,11,1,18,25,62,40.3,6,22,27.3,12,19,63.2,11,17,14,13,11,3,17,Championship,39,28
